YB,DIAM,MASS,L_BOL,LM,TEMP,LRATIO,T_BOL,SURF_DENS,F8,e_F8,F12,e_F12,F24,e_F24,F70,e_F70,F160,e_F160,F250,e_F250,F350,e_F350,F500,e_F500,F870,e_F870,F1100,e_F1100,DIST,N8,N12,N24,N70,f_MULTI,f_CEXT
954.0,0.470644491,144.0220175,907.2826708,6.299610895,17.5,59.0,41.1,0.17,0.3342,0.1085,0.0645,0.541,,,5.4592,0.2572,16.862,0.0413355489682647,16.451,0.078353901545941,5.747,0.07029755,,,,,,,5.88,5,5,5,5,0,0
955.0,0.733876652,426.5103501,1947.439702,4.565984627,18.2,39.2,35.23,0.21,0.4829,0.1866,0.1326,0.1899,0.9188,0.0965,7.3403,0.1255,51.634,0.0449897345590818,49.879,0.0642354497120091,30.402,0.0699625,11.329,0.12754877,0.55,,0.44,0.28636363,6.17,5,5,5,5,0,0
956.0,0.543071672,1159.529308,38240.47165,32.9793058,23.1,180.3,55.17,1.03,9.1283,0.0458,0.8914,0.1454,,,292.7079,0.0184,360.017,0.0278097981037654,224.788,0.0428626093424997,85.627,0.040267672,32.28,0.08193929,3.79,,4.742,0.083509065,6.12,5,5,0,5,0,0
958.0,0.222381443,38.36349431,1843.290042,48.0480226,22.3,270.8,87.31,0.21,0.1617,0.3441,0.1165,0.2644,2.0742,0.0421,13.0182,0.0732,13.772,0.0221463844868252,9.836,0.0509353382600037,2.017,0.19484383,0.676,0.16420119,0.202,0.19801979,,,5.83,5,5,5,5,1,0
959.0,0.383791045,315.4433084,1596.398069,5.06080816,16.8,52.6,42.2,0.56,0.841,0.4572,0.0989,0.9013,,,15.7257,0.0511,29.074,0.0216688448521575,34.434,0.0289248995729153,12.324,0.040003244,4.776,0.052135676,0.54,,0.335,0.33432835,5.59,5,5,5,5,0,0
960.0,0.664509169,178.453654,1345.77411,7.541308793,17.7,68.6,42.57,0.11,0.5506,0.1329,0.1737,0.186,0.2697,0.1799,9.372,0.1091,23.816,0.0500083970751264,20.272,0.0516475952320806,7.683,0.06911363,4.812,0.22942644,0.338,0.20118344,,,5.6,5,5,5,5,1,0
961.0,0.493535792,474.6097826,2231.619802,4.702009702,17.0,47.6,55.57,0.52,0.6578,0.3668,,,0.2892,0.5598,9.1739,0.2125,37.465,0.0376618180528877,41.215,0.0621133068732146,15.524,0.031048698,7.129,0.0744845,0.955,0.2,0.492,0.27439025,6.32,5,5,5,5,0,0
962.0,0.985625518,186.9780642,8355.152686,44.68520264,19.7,328.2,68.86,0.05,0.5362,0.2382,0.4513,0.103,3.8968,0.0551,23.1813,0.0266,10.562,0.0376822573288533,4.75,0.1218947360390111,3.081,0.0895813,1.953,0.1577061,,,,,11.33,5,5,5,5,1,0
964.0,0.291211802,312.3056093,12693.85056,40.64560541,24.7,195.7,61.07,0.97,0.7312,0.1481,0.2492,0.0864,4.6137,0.0829,111.0119,0.0872,140.006,0.0262560184438925,115.474,0.0602906272683762,26.688,0.042640887,8.931,0.044116,2.24,,1.948,0.12268994,5.88,5,5,5,5,0,0
965.0,0.335213675,152.6111476,12430.86803,81.45452163,28.1,306.5,50.24,0.36,0.5232,0.4302,0.2876,0.1053,4.749,0.0343,146.2182,0.0249,120.031,0.012805024875842,86.051,0.0578726571344143,18.09,0.020121614,5.687,0.09284333,0.74,,0.567,0.23633158,5.92,5,5,5,5,0,0
966.0,0.200185185,22.49907407,219.0061385,9.734006734,18.4,81.6,44.03,0.15,0.6586,0.1513,0.2148,0.13,0.6956,0.0813,27.0092,0.0766,32.553,0.0434368578727698,26.741,0.0522418740951089,10.442,0.033997316,4.102,0.06313993,0.788,0.20050763,0.25,0.42,1.88,5,5,5,5,1,0
967.0,0.388395197,877.76028,1926.609061,2.194914836,14.3,34.3,43.1,1.55,1.4244,0.2487,0.5428,0.084,1.1995,0.0645,24.3132,0.0565,23.63,0.0394413872790245,43.604,0.0534354628865712,19.845,0.04605694,8.659,0.05982215,1.19,,0.508,0.23425196,6.03,5,5,5,5,0,0
968.0,0.533806452,174.5395401,3602.815948,20.64183248,21.8,122.9,46.24,0.16,1.5666,0.0622,0.4857,0.3248,1.051,0.1585,30.8591,0.0411,53.573,0.0379108860603386,33.139,0.0279429071198987,12.155,0.020074043,4.734,0.070975915,,,,,5.91,5,5,5,5,0,0
969.0,0.526875,109.1197153,1031.016807,9.448492462,18.2,81.1,48.0,0.11,0.4819,0.2651,0.1144,0.2288,0.3988,0.2039,9.4274,0.178,15.499,,12.299,0.0765102841484032,5.392,0.10682492,,,,,,,5.62,5,5,5,5,0,0
970.0,0.899711155,1325.124139,5001.624486,3.774457304,16.8,39.1,37.65,0.44,0.7761,0.0689,0.1538,0.3454,0.451,0.2921,13.0149,0.1407,45.912,0.0658433525419791,47.834,0.0288915827545767,21.6,0.027407408,9.433,0.03222729,0.91,,0.523,0.2332696,8.77,5,5,5,5,1,0
971.0,0.787119691,483.2922948,5616.346859,11.62101469,18.3,99.9,47.12,0.21,0.1784,0.3689,0.0592,0.1793,0.3323,0.0932,8.2905,0.0154,10.359,0.021816777301486,10.239,0.0267604247517086,3.047,0.036101084,1.235,0.051821865,,,,,14.99,5,5,5,5,1,0
973.0,0.373892617,689.0546788,2826.595969,4.102135949,16.1,48.4,44.04,1.29,0.6732,0.2727,0.1311,0.0673,0.6242,0.0497,18.9658,0.0799,37.108,0.0235259250228847,37.545,0.0532694100412837,21.446,0.056653924,10.122,0.14957519,1.04,,,,6.19,5,5,5,5,0,0
975.0,0.555223881,2031.264793,3943.808322,1.941553034,15.1,27.0,37.18,1.78,0.5171,0.1874,0.1076,0.0251,0.8811,0.0406,17.9392,0.0461,69.855,0.0512060683233157,82.438,0.06688662921183,45.82,0.0686818,25.596,0.078410685,3.58,,4.043,0.08681672,6.2,5,5,5,5,0,0
976.0,0.458608414,69.44148888,1229.821059,17.71017699,21.8,105.6,46.46,0.09,1.4526,0.1336,0.5685,0.2137,1.3449,0.1243,22.8874,0.2083,55.103,0.0688165808633488,26.309,0.0718005267465176,10.372,0.09998071,5.72,0.09702798,0.462,0.1991342,,,3.83,5,5,5,5,1,0
977.0,0.417932605,365.3745818,782.8657246,2.142638716,15.2,28.4,36.58,0.55,0.8702,0.4344,0.233,0.7745,0.368,0.1278,9.4917,0.2632,34.999,0.047801365126589,35.325,0.0695541406133372,19.039,0.0864016,9.392,0.07304088,1.22,,,,4.21,5,5,5,5,0,0
979.0,0.606521739,1031.224303,8601.199787,8.340765208,18.0,74.9,52.43,0.74,1.7953,0.4417,0.6276,0.6214,4.0868,0.5074,46.0988,0.696,68.522,0.0260792145715564,70.762,0.0382973917942818,25.584,0.03779706,9.335,0.06266738,1.3,,1.261,0.18398096,7.75,5,5,5,5,1,0
980.0,0.703920705,3655.459873,13575.84146,3.71385323,15.9,45.2,43.64,1.95,1.1957,0.1797,0.434,0.1394,2.3183,0.083,34.8436,0.0801,86.897,0.0292185004583849,145.056,0.0361446615825445,54.194,0.028158098,23.668,0.010140274,2.99,,3.108,0.106177606,8.41,5,5,5,5,0,0
981.0,0.776261128,1822.473781,118468.3094,65.00412279,22.2,378.8,91.71,0.81,10.2618,0.1112,,,,,462.5096,0.064,254.049,0.0207086040740274,180.912,0.0531473853095326,56.332,0.0611908,17.786,0.06938041,4.02,,4.292,0.0945946,8.72,5,0,0,5,0,0
982.0,0.504350649,1161.150016,14611.85737,12.58395312,20.5,87.4,48.85,1.23,2.3655,0.1894,0.6771,0.2879,3.0654,0.0727,83.327,0.1028,104.794,0.0253258778543525,97.545,0.0458865121959436,31.713,0.11004951,11.575,0.06695464,1.32,,,,8.63,5,5,5,5,1,0
983.0,0.526278814,310.8735578,42633.10754,137.1397035,30.1,459.7,57.29,0.3,1.4975,0.184,1.2016,0.0922,,,184.916,0.0462,130.637,0.0360847250401275,54.472,0.0364590971843491,14.624,0.06913294,4.638,0.10521777,1.08,,,,9.22,5,5,0,5,0,0
984.0,0.542421525,445.83505,19055.22646,42.7405303,24.4,206.5,55.93,0.4,3.5672,1.2707,2.4072,0.2153,16.0304,0.0826,,,93.819,0.0336179243422869,70.488,0.0337362390900697,15.133,0.046653006,6.491,,1.6,,,,8.64,5,5,5,5,1,0
985.0,0.864661654,142.83241,928.4548307,6.500309215,17.4,62.4,44.39,0.05,0.1699,0.1595,0.0686,0.1519,0.1495,0.0701,2.1461,0.2363,4.322,0.0305414158456141,4.355,0.0518943733791259,1.408,0.06178977,0.691,0.10419682,0.348,0.20114943,,,11.25,5,5,5,5,0,0
986.0,0.378173077,335.1732803,561.3656805,1.674852124,13.5,29.9,40.8,0.63,0.2031,0.0974,0.0416,0.2844,0.1051,0.2477,4.137,0.0251,10.318,0.0265555329552961,18.308,0.0376338218533109,8.193,0.024289029,4.12,0.024029126,,,,,5.13,5,5,5,5,0,0
987.0,0.882866972,779.8305935,4697.526304,6.023777912,17.5,56.6,41.79,0.27,0.1631,0.7627,0.0298,0.7337,0.3572,0.234,,,19.248,0.0263404005136672,22.889,0.0577133111963318,7.316,0.046063423,2.613,0.037887488,0.543,0.20073666,,,12.69,5,5,5,5,1,0
988.0,1.034036697,590.4247108,19764.73862,33.47545972,21.6,202.8,48.81,0.15,1.1134,0.3893,0.58,0.1871,2.0332,0.1196,54.6382,0.1237,82.098,0.0485882735513166,52.73,0.0434477506044714,17.235,0.040963154,8.964,0.08043285,1.0,,1.053,0.20417854,8.67,5,5,5,5,0,0
989.0,0.136923077,17.60009661,82.1656684,4.668478261,15.6,57.3,48.78,0.24,0.3355,0.4873,0.1446,0.1267,0.495,0.0739,10.4251,0.085,11.417,0.0346851184947212,17.625,0.0411914899839577,5.79,0.036614854,2.184,0.062271066,,,,,1.78,5,5,5,5,0,0
990.0,0.645746835,160.191732,4615.431221,28.81191908,20.1,201.1,50.22,0.1,0.2139,0.1999,0.0823,0.1081,0.43,0.0428,10.5716,0.1021,9.994,0.0243145888248204,7.528,0.0306854418436348,2.137,0.052877862,1.043,0.07094919,,,,,11.09,5,5,5,5,0,0
991.0,0.710471807,1532.600863,3073.032916,2.005109739,13.9,33.6,47.05,0.81,0.5477,0.7074,0.1309,0.2104,0.982,0.0458,17.2311,0.1451,36.783,0.0441508292762949,57.436,0.0709659484229933,26.29,0.042677823,14.329,0.07097494,2.46,,1.928,0.13278009,6.3,5,5,5,5,0,0
992.0,0.544153257,317.5046027,5601.159907,17.64119279,19.9,126.4,51.4,0.28,0.8262,0.0388,0.2515,0.1512,1.3112,0.0759,22.9692,0.0895,29.238,0.0331418011450915,26.761,0.0333320884701738,8.354,0.07912377,2.683,0.041744314,,,,,8.66,5,5,5,5,0,0
993.0,0.644357977,1748.095553,1204.302551,0.68892261,12.0,17.1,38.62,1.13,0.3065,0.3193,0.0248,0.2937,0.2245,0.1038,4.2175,0.1256,16.841,0.0570037395963617,46.208,0.0428497234044643,27.873,0.026979513,12.908,0.03416486,1.67,,0.957,0.19749215,5.52,5,5,5,5,0,0
995.0,0.709471007,215.7320069,1707.060059,7.9128734,17.9,70.9,43.61,0.11,0.3024,0.1559,0.0687,0.2617,0.1014,0.436,5.2042,0.0794,13.196,0.0725219776573308,10.334,0.1971163093547699,3.651,0.44042727,,,,,,,8.61,5,5,5,5,1,0
996.0,0.499402122,108.2714402,467.751019,4.320169918,15.8,51.7,41.72,0.12,0.3497,0.1903,0.1207,0.2768,0.1648,0.2623,6.5383,0.1635,13.579,0.032697548105313,14.623,0.0560760440981633,5.918,0.058803648,3.492,0.145189,,,,,4.28,5,5,5,5,0,0
998.0,1.314691806,677.412471,1413.422329,2.086501784,14.8,29.2,36.49,0.1,0.1268,0.1453,0.0362,0.1415,0.0677,0.1098,2.0453,0.1055,6.547,0.0517794389260057,8.215,0.0596469883793966,3.411,0.085312225,,,,,,,12.59,5,5,5,5,0,0
1001.0,0.34719603,50.91895154,1557.345063,30.58478261,21.4,187.9,50.41,0.11,0.7028,0.2533,0.3539,0.1411,1.6954,0.1193,28.6451,0.1252,29.058,0.0347924852774897,19.253,0.0636264490646578,6.172,0.07177576,2.377,0.05847707,,,,,4.24,7,7,7,7,0,0
1002.0,0.623430421,141.4057494,696.3168291,4.924246943,15.3,69.3,46.53,0.1,0.101,1.0332,0.0368,0.8017,0.091,0.7273,,,7.669,0.0183857090393277,8.706,0.1612680960106844,2.227,0.6075438,,,0.249,0.20080322,,,6.02,7,7,7,7,0,0
1003.0,0.367072634,75.49982544,1108.12106,14.67713407,18.3,125.0,48.15,0.15,0.2803,0.3974,0.0741,0.6611,0.447,0.4588,14.4047,0.1899,20.943,0.0472711650449669,19.491,0.2104561200816392,7.287,0.09825717,2.273,0.17949846,,,0.17,0.5,4.24,7,7,7,7,0,0
1004.0,0.241949318,99.69460081,1890.75187,18.96543899,22.0,111.9,46.19,0.45,0.1255,0.2797,0.0361,0.5933,0.7732,0.3651,27.8788,0.2444,57.54,0.0291797014255676,50.398,0.0480971472041654,12.607,0.044102482,4.261,0.08167096,1.04,,0.926,0.22462204,4.28,6,6,6,6,0,0
1007.0,0.097428361,15.33057175,138.1935744,9.014247914,17.2,88.4,47.22,0.43,0.4394,0.1202,0.125,0.4594,0.461,0.244,10.3327,0.1765,17.711,0.0215685167006235,21.054,0.0291156063304505,6.797,0.03589819,2.742,0.03063457,,,0.304,0.4013158,1.7,6,6,6,6,0,0
1008.0,0.359291339,33.11368963,33.9990824,1.026737968,12.3,23.5,40.72,0.07,0.153,0.4309,0.0646,0.4857,0.0762,0.5212,3.5826,0.3484,5.167,0.0907683397875963,13.927,0.1057657822640241,6.579,0.069919445,2.555,0.08336595,,,,,1.69,6,6,6,6,0,0
1009.0,0.775229167,523.8502999,849.8454826,1.622305996,13.6,28.0,38.8,0.23,0.2756,0.4764,0.1027,0.5478,0.1638,0.4781,4.7589,0.1854,14.522,0.060253408621402,21.255,0.0765937436358896,7.108,0.22777152,,,,,,,5.86,6,6,6,6,0,0
1010.0,0.526109325,266.7926262,13414.42943,50.28036053,23.2,267.2,55.13,0.26,3.1634,0.3274,0.7483,0.351,4.4347,0.216,99.1787,0.1323,101.215,0.0305587110126971,56.052,0.0280989090074166,17.502,0.087875664,5.454,0.0936927,,,1.433,0.1730635,6.06,6,6,6,6,0,0
1011.0,0.532298137,100.5074578,3208.52547,31.92325764,22.6,176.7,47.5,0.09,0.3486,0.3981,0.1252,0.4868,0.398,0.3745,12.0278,0.1821,17.876,0.0221526067271331,10.903,0.0776850410768616,3.357,0.08996127,,,,,,,8.57,6,6,6,6,0,0
1013.0,0.964217791,587.1227855,18622.77968,31.71871393,21.6,192.1,55.59,0.17,0.5251,0.3535,0.1337,0.4556,1.576,0.28,30.5545,0.0767,37.383,0.0465452213449092,22.922,0.0389145807324981,6.846,0.095384166,2.893,0.30279988,,,,,12.83,6,6,6,6,0,0
1015.0,0.833333333,5302.815571,132396.7782,24.96726058,20.1,183.3,59.51,2.03,1.7946,0.2605,0.7848,0.5151,,,,,191.752,0.0321926230696743,169.613,0.2292277187958189,65.269,0.049518153,,,5.112,0.19992174,,,12.5,6,6,0,6,1,0
1016.0,0.490801217,504.6072609,4161.045152,8.246106377,17.1,83.1,48.06,0.56,0.6886,0.303,0.173,0.4981,0.5324,0.2992,17.3178,0.2591,22.71,0.0388815506918742,18.949,0.1630692867259122,9.555,0.06991104,,,,,,,8.49,6,6,6,6,0,0
1017.0,0.64,7977.0,86013.0,10.78262505,25.0,56.2,39.21,5.11,5.4051,0.5346,2.2926,0.4455,15.5256,0.3828,487.9166,0.272,954.609,0.0179371860010582,1025.118,0.0113108932503661,289.099,0.022224221,148.401,0.041408077,17.8,,12.445,0.06773805,8.0,6,6,6,6,1,0
1018.0,0.016744186,0.062303948,1.495294754,24.0,22.3,163.7,49.52,0.04,0.1552,0.4445,0.0781,0.5492,0.2997,0.3681,5.3195,0.4117,11.14,0.0217235187332762,7.619,0.0388502433146997,2.186,0.033851784,0.856,0.046728972,,,,,0.24,6,6,6,6,1,0
1019.0,1.213848039,633.1526576,1821.901584,2.877507599,15.2,37.3,40.06,0.11,0.1449,0.4759,0.0376,1.0807,0.0651,0.9371,2.126,0.7039,13.363,0.1009503836796989,22.929,0.0578306936719642,9.259,0.048709366,3.349,0.052254405,,,,,8.49,6,6,6,6,1,0
1020.0,0.509781022,2190.228113,1900.686679,0.867803069,13.3,16.8,40.46,2.21,1.3214,0.2847,0.2486,0.4347,1.6246,0.329,42.8513,0.1465,35.329,0.0672252257352316,63.197,0.0483567257034029,33.965,0.07587222,20.569,0.085128106,3.41,,3.421,0.0742473,5.82,6,6,6,6,0,0
1021.0,1.080871671,3304.026927,122249.7976,37.00024252,22.5,211.1,55.63,0.75,2.7813,0.3461,0.6255,0.5501,,,136.8548,0.4753,234.995,0.0292899844550019,154.199,0.0365761118196978,51.03,0.073525384,15.61,0.07360667,3.03,,5.131,0.0689924,12.4,6,6,0,6,0,0
1023.0,0.724075547,8141.1683,26985.31533,3.314673563,15.2,47.4,52.72,4.11,0.9545,0.2221,0.3604,0.351,5.3233,0.2091,102.1272,0.17,139.732,0.0174262154895052,261.454,0.0368057101630057,95.409,0.01670702,39.33,0.054614794,5.45,,4.73,0.06701903,8.47,6,6,6,6,0,0
1025.0,0.273533597,161.4499928,1187.790966,7.357020866,16.8,77.1,47.03,0.58,0.1863,0.2816,0.0541,0.7448,0.5412,0.3579,10.6331,0.3164,23.256,0.0311747516271868,29.027,0.0327625994833936,10.166,0.03255951,4.22,0.03838863,,,0.316,0.22151898,4.38,6,6,6,6,0,0
1026.0,0.79206544,788.3604016,5795.886917,7.351823994,18.1,64.8,44.99,0.34,,,0.175,0.6233,1.3304,0.5108,28.4644,0.689,50.003,0.0566766016164274,43.246,0.0628959910421826,16.557,0.034124542,5.427,0.086419754,,,0.923,0.13976164,8.42,6,6,6,6,0,0
1027.0,1.191044776,1951.329918,3274.564491,1.678119349,13.1,32.3,45.9,0.37,0.5209,0.5657,0.0479,0.6506,,,10.3883,0.1792,19.784,0.023857662902397,63.947,0.1148451039559463,14.784,0.08833874,7.779,0.061318938,,,1.286,0.09797823,8.4,6,6,6,6,0,0
1029.0,0.451427061,214.8380463,914.5339758,4.256852973,15.9,50.2,50.11,0.28,0.441,0.2709,0.119,0.4565,0.5916,0.3773,6.4925,0.2928,15.142,0.0407475884155023,15.481,0.0540016811105464,6.713,0.033814985,4.371,0.08670785,0.76,,,,5.85,6,6,6,6,0,0
1030.0,0.424098361,1096.657631,17069.85324,15.56534397,19.9,115.4,48.43,1.66,2.1084,0.3711,0.8161,0.4591,6.9798,0.2461,126.6185,0.2554,172.788,0.0189191382121777,169.084,0.0328416643401925,56.191,0.027958212,20.407,0.0596364,3.35,,3.678,0.07368135,5.97,6,6,6,6,1,0
1032.0,0.013090909,0.019041322,0.171371901,9.0,17.9,59.8,41.83,0.04,,,0.0189,0.5761,0.0293,0.4348,0.3353,0.5396,1.891,0.032258064878611,1.838,0.0467899907076319,0.546,0.104395606,0.226,0.084070794,,,,,0.24,5,5,5,4,0,0
1035.0,0.565241779,453.5131143,1859.747711,4.100758397,16.0,47.6,42.92,0.38,0.5399,0.6239,0.1533,0.7642,0.3093,0.6312,14.0281,0.5888,32.5,0.0271692312680757,33.227,0.0392150953530899,13.64,0.051759526,7.393,0.093602054,1.101,0.19981836,1.394,0.10329985,5.73,6,6,6,6,1,0
1036.0,0.50315197,2980.155902,3931.90588,1.319362479,13.0,27.5,46.89,3.15,3.947,0.6341,1.1958,0.7208,7.2072,0.4925,155.4844,0.5795,20.805,0.1476568145495256,114.212,0.0596522274557748,61.88,0.029912733,21.871,0.03388048,4.18,,3.531,0.07873124,5.83,6,6,6,6,1,0
1037.0,0.448712871,110.3782505,2480.459981,22.47236181,22.5,125.7,45.09,0.14,3.3724,0.3414,1.0373,0.5842,1.886,0.4494,50.9072,0.3623,81.948,0.0448821200431629,42.042,0.0615099178361572,26.573,0.09268807,6.853,0.12271997,0.47,,0.712,0.14325842,4.12,6,6,6,6,0,0
1038.0,0.550574521,1604.377206,58014.35798,36.16004875,25.8,162.6,51.06,1.41,0.9013,0.3046,0.4723,0.4875,7.8471,0.4467,169.3305,0.3379,228.44,0.0221633698221806,158.934,0.0318496973449422,44.433,0.019445008,14.432,0.052868627,2.72,,4.626,0.07284912,10.84,6,6,6,6,1,0
1041.0,0.399071926,692.1768294,13040.07795,18.83922922,19.9,138.1,54.0,1.17,4.6426,0.6167,1.6278,0.4615,,,227.6904,0.3198,204.188,0.0442484369669721,207.302,0.0324068264423408,72.722,0.029977174,25.785,0.039829355,3.49,,6.605,0.070401214,4.3,6,6,0,6,1,0
1042.0,1.223683703,3334.869646,935.5920031,0.280548298,12.1,6.8,18.29,0.59,0.1341,0.5049,0.041,0.5327,0.096,0.4856,4.7392,0.3447,21.456,0.1408929903946378,44.712,0.0657317921649921,20.425,0.03148103,15.013,0.029441152,1.14,,1.834,0.09269357,8.24,6,6,6,6,0,0
1043.0,1.0,379.0,8496.2,22.41741425,20.4,152.3,53.32,0.1,0.6571,0.4065,0.2424,0.5902,0.935,0.3687,15.5428,0.1453,24.369,0.1299191550483721,8.348,0.1757307148573783,5.689,0.05396379,,,,,,,12.34,6,6,6,6,0,0
1044.0,0.332962963,1244.08011,11085.27984,8.910422849,19.9,68.7,45.52,3.0,1.3021,0.4943,,,1.2955,0.6301,,,148.039,0.0279183181256504,184.451,0.0192734117286282,66.237,0.018328125,22.279,0.03622245,3.63,,5.275,0.07260663,5.8,6,6,6,6,0,0
1045.0,0.868394649,1592.84635,2277.968583,1.430124496,12.0,35.6,46.79,0.56,3.1166,0.3989,0.8469,0.4667,2.1949,0.4346,76.6024,0.3894,22.962,0.2525476781803394,38.929,0.1831796357975203,18.667,0.13199764,3.705,0.8197031,,,1.317,0.09870918,5.77,6,6,6,6,0,0
1047.0,0.449103393,59.43793497,590.4644938,9.9341354,18.3,84.8,44.83,0.08,0.536,0.3826,0.1433,0.4515,0.1881,0.4467,8.1022,0.2909,14.526,0.0378631427730227,14.064,0.0269482372089186,5.032,0.020866454,1.967,0.051855616,,,,,4.31,6,6,6,6,0,0
1049.0,0.999407604,978.1347551,4167.013787,4.2601633,16.9,43.2,49.24,0.26,,,0.1172,0.4873,0.4408,0.6317,4.9906,0.5505,26.045,0.0902284470966622,28.089,0.0456762430976754,12.394,0.05171857,4.09,0.076772615,,,0.648,0.17746913,10.37,6,6,6,6,1,0
1050.0,0.902834646,1786.130603,107830.9409,60.37125208,19.7,444.1,54.85,0.58,6.2562,0.3755,1.8473,0.3654,,,340.054,0.1177,163.791,0.0741249506627735,134.087,0.0651741057703921,49.78,0.08907192,17.775,0.08635724,2.45,,2.92,0.07671233,8.19,6,6,0,6,0,0
1051.0,0.5421,1492.93367,77100.83692,51.64384625,21.4,329.2,102.81,1.38,25.726,0.1744,,,,,1156.4808,0.327,335.871,0.1271380966630243,656.042,0.0271964280548426,172.768,0.049910862,87.1,0.042675085,8.95,,,,4.17,6,0,0,6,1,0
1052.0,0.481487437,1553.000142,18058.49378,11.62813401,22.1,70.2,45.44,1.81,1.4481,0.6238,,,,,299.0443,0.1275,201.993,0.0345853572204737,134.495,0.1621026807373981,53.23,0.0948901,17.15,0.289621,3.016,0.19993368,6.263,0.06785885,8.26,6,0,0,6,0,0
1053.0,0.436231884,379.8760765,453.0518799,1.192630723,13.0,23.6,38.93,0.53,0.2252,0.2817,0.0413,0.3038,0.1221,0.257,4.3086,0.247,13.923,0.0312432667086249,22.185,0.0569303588660848,12.574,0.055431843,6.27,0.07655502,,,0.471,0.19745225,4.2,6,6,6,6,0,0
1054.0,1.075770065,144.7767842,3847.781267,26.5773362,25.7,128.1,39.14,0.03,0.3928,0.5661,0.0923,0.55,0.1099,0.5633,10.6161,0.4095,46.136,0.0463846043199274,24.375,0.0777025662935697,7.233,0.088621594,3.767,0.22113088,,,0.114,0.48245615,8.13,6,6,6,6,1,0
1055.0,0.597876858,198.9749415,417.8473772,2.1,13.9,34.8,41.81,0.15,0.271,0.3761,0.0606,0.5692,0.0874,0.5636,3.7249,0.3628,11.025,0.0721088450511837,16.619,0.1135447358273091,6.606,0.16197397,,,,,,,4.4,6,6,6,6,0,0
1056.0,0.225159915,83.26276022,1445.656275,17.36257928,20.3,119.6,53.4,0.42,0.5325,0.1912,0.1417,0.4157,1.4318,0.2557,14.981,0.2805,32.75,0.0231755726210033,33.507,0.0573313040204941,9.575,0.08344648,2.989,0.04784209,0.878,0.20045558,0.702,0.17806268,4.4,6,6,6,6,0,0
1058.0,0.263918919,1680.180312,6551.317797,3.899175434,20.9,29.3,32.04,6.24,3.2005,0.3626,0.6197,0.4607,7.7605,0.2107,153.0375,0.4655,300.08,0.0517795258158208,416.464,0.0344087362261949,152.593,0.039713487,57.431,0.02984451,11.11,,10.605,0.06298916,4.34,6,6,6,6,1,0
1059.0,0.210383795,42.25326535,1339.470347,31.7009901,23.9,158.3,53.86,0.26,1.2117,0.3503,0.4199,0.4027,2.015,0.3037,25.3536,0.2787,35.739,0.0327373445559376,21.986,0.0364777579446794,6.104,0.10550459,1.825,0.07890411,0.445,0.2,,,4.29,6,6,6,6,0,0
1061.0,0.426835443,368.9809054,784.9849988,2.127440709,13.6,37.5,43.85,0.53,0.192,0.3991,0.0138,0.5742,0.0982,0.2253,4.2746,0.2294,10.698,0.0565526284420907,10.068,0.1075685284750585,7.742,0.07375355,4.291,0.07504079,,,1.09,0.13394494,5.62,6,6,6,6,0,0
1062.0,0.759630996,1672.103604,1674.59411,1.001489444,12.2,23.7,46.15,0.78,0.3296,0.3685,0.0608,0.4895,0.6632,0.25,11.7628,0.1743,21.574,0.0469546681859688,51.279,0.1016400454998825,22.634,0.08129363,13.917,0.083279446,2.18,,5.037,0.074647605,5.64,6,6,6,6,0,0
1063.0,0.403421053,308.7978359,1493.337846,4.835972513,15.9,56.9,44.65,0.5,0.9242,0.2627,0.2306,0.5283,0.8567,0.3328,22.3278,0.239,35.186,0.042744271826908,44.984,0.0557753882034168,16.479,0.05570726,8.282,0.084882885,0.97,,0.719,0.14047289,4.38,6,6,6,6,0,0
1064.0,0.444356436,179.0938122,2688.768692,15.01318588,17.7,136.6,54.11,0.24,0.8144,0.3436,0.2357,0.4518,1.3101,0.3383,23.0164,0.1974,24.517,0.0360974014138457,19.422,0.060446917145275,8.338,0.0632046,,,0.621,0.19967794,,,5.61,6,6,6,6,0,0
1066.0,0.402923077,373.0236923,1537.853538,4.122669874,15.4,52.8,47.69,0.62,0.888,0.6026,0.2535,0.461,0.8375,0.3515,,,37.556,0.059164977198097,34.91,0.0569464346973918,20.727,0.063733295,8.47,0.055844154,1.51,,1.784,0.10426009,4.32,6,6,6,6,1,0
1068.0,0.2725,139.7987564,4950.164094,35.40921409,24.1,176.2,52.99,0.51,1.7881,0.2662,0.4511,0.4744,3.9516,0.2514,79.6764,0.1167,111.972,0.0287303969530721,71.092,0.0866764218096378,22.373,0.048004292,7.94,0.061712846,0.8,,0.803,0.15193027,4.36,6,6,6,6,1,0
1069.0,0.274273319,187.2148766,5716.538725,30.53463927,22.1,179.4,52.57,0.68,0.466,0.4151,0.1482,0.5204,2.2878,0.3431,85.5202,0.1913,103.017,0.0205500073094423,72.189,0.0333984403905226,19.812,0.058449425,6.801,0.12718718,1.76,,4.234,0.07675956,4.36,6,6,6,6,0,0
1070.0,0.539047619,287.3485301,2388.195113,8.311144353,17.4,78.2,44.75,0.26,0.425,0.5631,0.128,0.6772,0.2523,0.4874,17.8485,0.1975,35.373,0.0353376869363638,28.901,0.0680253264904104,10.747,0.15018144,,,,,,,5.66,6,6,6,6,0,0
